timestamp,camera,cars,motorbikes,buses,trucks,avg_speed_kmh
2026-02-05 20:22:00,depok_sp_jatijajar,82,25,0,11,1.1
2026-02-05 20:22:00,depok_sp_jatijajar,84,27,0,5,1.08
2026-02-05 20:23:00,depok_sp_jatijajar,70,45,0,4,1.04
2026-02-05 20:23:00,depok_sp_jatijajar,89,24,1,4,0.97
2026-02-05 20:24:00,depok_sp_jatijajar,86,24,1,4,1.06
2026-02-05 20:24:00,depok_sp_jatijajar,63,18,7,6,1.06
2026-02-05 20:25:00,depok_sp_jatijajar,99,7,4,10,1.07
2026-02-05 20:25:00,depok_sp_jatijajar,93,27,5,4,1.04
2026-02-05 20:26:00,depok_sp_jatijajar,40,28,8,5,0.91
2026-02-05 20:26:00,depok_sp_jatijajar,40,25,10,9,0.89
2026-02-05 20:27:00,depok_sp_jatijajar,10,0,2,1,0.83
2026-02-05 20:38:00,depok_sp_jatijajar,12,0,2,1,0.76
2026-02-05 20:38:00,depok_sp_jatijajar,10,3,2,1,1.11
2026-02-05 20:47:00,depok_sp_jatijajar,16,2,2,1,0.9
2026-02-05 20:47:00,depok_sp_jatijajar,12,0,5,3,0.89
2026-02-05 20:48:00,depok_sp_jatijajar,82,4,2,13,1.1
2026-02-05 20:48:00,depok_sp_jatijajar,48,0,5,4,0.94
2026-02-05 20:49:00,depok_sp_jatijajar,104,7,1,9,1.12
2026-02-05 20:49:00,depok_sp_jatijajar,109,0,17,8,1.0
2026-02-05 20:50:00,depok_sp_jatijajar,33,0,1,2,1.08
2026-02-05 20:50:00,depok_sp_jatijajar,34,1,4,3,1.21
2026-02-05 20:51:00,depok_sp_jatijajar,4,7,0,1,0.0
2026-02-05 20:51:00,depok_sp_jatijajar,19,7,4,3,0.96
2026-02-05 21:51:00,depok_sp_jatijajar,9,18,0,2,0.91
2026-02-05 21:51:00,depok_sp_jatijajar,9,18,0,2,0.89
2026-02-05 22:29:00,depok_sp_jatijajar,8,2,0,1,0.0
2026-02-05 22:29:00,depok_sp_jatijajar,3,0,0,1,0.0
2026-02-05 22:33:00,depok_sp_jatijajar,55,5,0,12,1.03
2026-02-05 22:34:00,depok_sp_jatijajar,91,5,1,10,0.91
2026-02-05 22:35:00,depok_sp_jatijajar,58,32,5,21,1.1
2026-02-05 22:36:00,depok_sp_jatijajar,35,7,3,6,0.95
2026-02-05 22:37:00,depok_sp_jatijajar,28,16,1,3,0.98
2026-02-05 22:38:00,depok_sp_jatijajar,24,8,1,6,1.02
2026-02-05 22:39:00,depok_sp_jatijajar,16,0,0,7,0.93
2026-02-05 22:40:00,depok_sp_jatijajar,5,21,1,1,1.08
2026-02-05 22:41:00,depok_sp_jatijajar,33,1,3,24,0.96
2026-02-05 22:42:00,depok_sp_jatijajar,38,85,0,10,1.13
2026-02-05 22:43:00,depok_sp_jatijajar,27,0,0,6,1.26
2026-02-05 22:44:00,depok_sp_jatijajar,6,0,0,0,0.82
2026-02-05 23:43:00,depok_sp_jatijajar,15,11,0,1,1.03
2026-02-06 07:41:00,depok_sp_jatijajar,29,98,3,5,1.06
2026-02-06 07:42:00,depok_sp_jatijajar,48,112,5,6,0.97
2026-02-06 07:43:00,depok_sp_jatijajar,51,28,3,5,0.83
2026-02-06 07:44:00,depok_sp_jatijajar,29,29,3,3,1.02
2026-02-06 08:22:00,depok_sp_jatijajar,13,4,4,3,0.89
2026-02-06 08:44:00,depok_sp_jatijajar,16,10,6,3,1.02
2026-02-06 11:53:00,depok_sp_jatijajar,1,2,0,0,0.0
2026-02-06 11:54:00,depok_sp_jatijajar,14,25,0,2,1.01
2026-02-06 11:55:00,depok_sp_jatijajar,52,40,2,8,0.99
2026-02-06 11:56:00,depok_sp_jatijajar,38,43,3,21,0.94
2026-02-06 11:58:00,depok_sp_jatijajar,13,18,1,6,0.99
2026-02-06 12:47:00,depok_sp_jatijajar,12,10,0,7,1.0
2026-02-06 12:48:00,depok_sp_jatijajar,44,34,0,2,1.05
